Declaration ID,Date,Office ID,Process Type,Import Type,Import Use,Payment Type,Mode of Transport,Declarant ID,Importer ID,Seller ID,Courier ID,HS6 Code,Country of Departure,Country of Origin,Tax Rate,Tax Type,Country of Origin Indicator,Net Mass,Item Price,Fraud,Critical Fraud
52273588,2021-03-12,40,B,87,21,18,40,DB7JDWC,T3RYL0Y,,W6UCD9,853669,CN,CN,0.0,C,E,97.6,51113.12,0,0
67656361,2020-03-23,40,B,11,21,43,40,AQ2ZZXH,OK9J1G0,0HNMBH8,,640419,CN,CN,9.1,E1,Y,290.4,77769.12,0,0
77714427,2020-02-26,40,B,11,21,11,40,KXJKVNF,65815Z4,EM5CTHL,,392690,CN,CN,3.4,FCN1,E,10.0,6.0,0,0
85929103,2021-03-26,40,B,11,21,43,40,MWRCPIX,SQZ905N,VVFLVNF,,71080,CN,CN,27.0,C,E,24000.0,7036800.0,0,0
97559850,2020-01-14,20,B,11,21,11,10,89L3UKQ,UVMBMF2,F124A78,,842230,CN,CN,0.0,FCN1,E,47.0,1400.6,0,0
60641974,2020-12-01,13,B,11,21,11,10,OZB7KED,UDZ9WBP,XXG9YA2,,481910,CN,CN,0.0,C,G,18.2,43.68,0,0
90403047,2020-10-23,40,B,11,21,11,10,WS7HRMI,BKPA3XR,IXHGLHQ,A5IT1U,110630,CN,CN,4.8,FCN1,Y,150.0,29340.0,0,0
32266247,2020-08-03,30,B,11,21,11,10,1XCM1XF,7PJ7NMT,0PV59CH,MWIDNS,940540,CN,CN,8.0,A,E,27.0,278.1,0,0
68909833,2021-04-07,40,B,11,21,11,40,CC802L0,H7YP5D0,2K12IBG,,391990,JP,JP,6.5,CIT,B,84.6,8.459999999999999,0,0
61018276,2020-06-08,80,B,88,21,0,40,YS55GWM,206WMTU,2B5M14S,,851890,CN,CN,0.0,FCN1,S,234.0,163.79999999999995,1,1
24609090,2020-06-15,30,B,11,21,11,10,23TMRU0,H57QUID,,,640219,CN,CN,5.2,FCN1,B,853.0,813591.3999999998,0,0
76906955,2020-01-14,20,B,11,21,11,10,82R4ZVJ,EP7LHWB,VL30VNV,,391890,CN,CN,6.5,C,E,301.0,391.3,1,1
11492283,2020-01-06,20,B,11,21,43,10,FP0PREQ,0OT0I9D,PMN0COE,,853690,SG,DE,0.0,C,Y,62.9,11711.98,0,0
33803707,2020-06-02,30,B,94,21,11,10,H4TRKS6,NZS7IF6,BOK8SNF,,850152,DE,IT,0.0,FEU1,G,2368.0,33388.8,1,1
93696633,2020-05-12,30,B,15,11,43,10,RX5F5DZ,0K6HIPO,E2W7YUN,,392690,CN,CN,6.5,C,S,300.0,180.0,1,1
20559385,2020-07-26,20,B,11,21,11,10,DO32KBA,AFDOMU8,OQV69LW,,852859,JP,KR,8.0,A,Y,4.0,8888.8,0,0
82435811,2020-03-02,30,B,80,11,11,50,VNK6NZJ,IYBQWSM,IRL334O,3CVNQ1,392310,JP,KR,6.5,CIT,B,1786.5,5716.8,0,0
15123666,2021-02-22,40,B,11,21,11,10,AX4CW6G,K2AAZLO,P0TAHVZ,,71080,CN,CN,27.0,A,S,200000.0,53040000.0,0,0
74858927,2020-02-27,40,B,11,21,14,40,DWNJQL8,708A72F,,,320619,TH,TH,0.0,FAS1,E,22000.0,15611200.0,1,1
68383330,2021-03-02,30,B,11,21,43,40,AX4CW6G,2PA9DFM,FRELKEF,,650610,DE,FR,8.0,A,Y,38.0,8101.599999999998,0,0
28247059,2020-05-06,20,B,11,21,11,10,62RAPC6,8CT2L51,Q62X5K3,,382499,CN,CN,0.0,FCN1,G,300000.0,3750000.0,0,0
44661799,2020-01-31,40,B,11,21,18,40,SC03Z0S,DTOMOQN,MOL77XU,,680293,CN,CN,8.0,A,E,16800.0,181440.0,0,0
76965284,2021-01-15,40,B,11,21,11,10,CXWWNWO,B0134DL,3M0I37R,,491110,JP,JP,0.0,C,G,0.5,0.35,0,0
97006351,2021-04-23,53,B,89,21,43,10,N0FNELS,TYJ0SS8,1VRR8DV,G6VT54,620193,CN,CN,13.0,A,Y,236.2,186834.2,0,0
39073787,2020-10-09,13,B,88,21,11,10,VR0AM2A,10HQORK,5TJH9FT,,620449,CN,CN,13.0,A,Y,7.1,4580.21,0,0
34109831,2020-08-03,20,B,11,21,43,40,1XCM1XF,ZY86O29,ROKKMM3,VZIZJJ,610620,JP,JP,13.0,A,E,1.4,489.3,0,0
72364989,2021-03-07,16,B,11,21,11,40,ANDFCWM,VEBFC4B,0SJITJ7,,732690,CN,CN,0.0,FCN1,G,314.0,471.0,0,0
26780571,2020-07-14,30,B,11,21,11,10,E3Q8ABV,PMQJP4V,BM1Z5X7,,392690,CN,CN,6.5,C,Y,126.0,75.6,0,0
81894492,2020-03-02,40,B,11,21,18,40,6LV96I6,FXZO2D1,,W6UCD9,848180,GB,GB,0.0,FGB1,E,45.0,2632.5,0,0
47075505,2020-12-19,10,B,11,21,11,40,OGSN7P6,80ANDPL,QC2FS6W,,392690,DE,DE,6.5,C,G,50.0,1580.0,0,0
27123497,2021-06-21,20,B,11,21,43,10,02NOR1S,WJE2HTC,JP39WMM,,760120,AE,AE,1.0,A,G,95236.0,79331588.0,0,0
49478256,2021-03-24,20,B,11,21,11,10,FP0PREQ,D7KA2TV,F8VJJE0,,440139,VN,VN,0.0,FAS1,G,143470.0,2768971.0,1,1
19957980,2020-11-13,16,B,11,21,11,10,P9UEM9H,YJBE3LQ,Q1M98FT,,392690,CN,CN,6.5,C,B,123.0,73.8,0,0
23803549,2020-07-03,40,B,11,21,43,40,NQH6N6A,OSU67BV,RK7JZ33,,382499,TW,KR,6.5,C,E,345.6,4320.0,0,0
88605738,2021-05-01,20,B,11,21,11,10,6LV96I6,8O9CWQV,MBV2L0U,,392690,HK,CN,6.5,C,G,247.5,148.5,0,0
26250205,2020-11-11,40,B,94,21,11,40,LY5ONFW,X93RCW4,,MWIDNS,110819,CN,CN,8.0,W1,E,16000.0,6374400.0,0,0
40326075,2021-04-07,40,B,11,21,11,10,KWSE1HX,T04TJIZ,Z8UMH9A,,640690,CN,CN,0.0,FCN1,G,32.0,252.8,1,1
14431119,2021-06-21,20,B,11,21,11,10,H3RWZG0,U0448Y1,3EVLVZQ,,940490,CN,CN,4.8,FCN1,S,1739.5,40182.45,0,0
69769859,2020-11-11,40,B,11,21,11,40,1HMVIVH,7I1KZ9J,,,871499,TW,TW,8.0,A,Y,2.1,14.07,0,0
28008912,2020-03-05,40,B,11,21,18,40,RXUA5V5,HFPCP3D,ZFHRNRL,,340111,GB,GB,0.0,FEU1,S,770.0,171171.0,0,0
24262287,2021-01-05,20,B,11,21,14,40,Q1017CC,BVQAEVP,PGX9N6H,,320620,US,US,0.0,FUS1,Y,7575.0,10706505.0,0,0
95553334,2020-01-06,16,B,11,21,43,40,6Z6EYFS,Z5AD160,U4PXFYX,,901920,DE,DE,0.0,C,Y,0.5,1790.75,0,0
49214315,2021-01-19,20,B,11,21,11,10,OPGL9SV,SWGJR2L,REPR4IS,,950420,US,US,0.0,C,B,0.2,291.18,0,0
99690506,2020-03-27,20,B,87,21,43,10,CZQUPH8,IGYH6Q2,N4I6XW6,W5AYVM,701337,CN,CN,8.0,A,S,60.0,792.0,0,0
60206932,2020-11-02,30,B,11,21,11,10,LTMCLCO,7VL1F4J,Q7Q5NE9,,560900,CN,CN,2.4,FCN1,G,300.0,18300.0,0,0
35973362,2020-08-14,40,B,11,21,11,40,KWSE1HX,IIWATSI,ILKJ5XE,,381800,US,KR,0.0,C,E,8.0,25767.2,0,0
49619235,2020-07-20,20,B,11,21,11,10,NZYZ967,C0I6DTA,M0SY2XA,,420299,CN,CN,3.2,FCN1,G,1120.0,10864.0,0,0
77447340,2020-06-23,20,B,11,21,11,10,KWSE1HX,2T4IZ54,MOUEHRE,,870899,PE,KR,8.0,A,G,9.0,63.0,0,0
77257641,2020-07-07,16,B,11,21,11,10,SDXKKA0,B0QJOQN,J8N5JL9,,490199,CN,CN,0.0,A,G,182.6,657.36,0,0
66287744,2020-09-17,40,B,94,21,11,40,E3Q8ABV,VSZ5ZMY,6X6SMWT,MWIDNS,340319,US,US,8.0,A,E,68.0,46457.60000000001,0,0
56701704,2020-05-26,20,B,11,21,11,10,IBIGZ7F,WRYK22U,9UP4MN8,,842449,CN,CN,3.2,FCN1,Y,1449.0,47382.3,1,1
57668971,2020-07-16,40,B,11,21,11,10,L5GONLU,9VMVRCP,FA70SKU,,392690,US,MX,6.5,C,Y,7.2,4.32,1,1
92187188,2020-06-12,53,B,71,21,11,40,NULLLLS,HNNCRGX,MK47WXX,W6UCD9,391890,CN,CN,0.0,FCN1,E,18.0,23.4,0,0
90888079,2020-06-04,30,B,11,11,11,40,AHDDNXS,1I4Z34P,3CKSWOY,,701810,CN,CN,0.0,FCN1,G,50.0,8700.0,0,0
70310884,2021-02-01,20,B,11,21,11,10,KEGR4JZ,J8ZV85L,GML7A01,,730722,US,US,8.0,A,Y,0.0,0.0,0,0
61358794,2020-03-06,40,B,11,21,11,40,FXK30O6,H7YP5D0,Z64QME2,,871680,CN,CN,8.0,A,E,555.0,13264.5,0,0
58083735,2020-04-16,30,B,11,21,11,40,OZB7KED,J864BVB,VETZ9SZ,,680291,IT,IT,0.0,FEU1,B,228.0,11149.2,1,1
39444307,2021-06-25,40,B,94,21,43,40,6APLI65,H17LH1U,Y2U9C5N,,950300,CN,CN,2.4,FCN1,G,6897.6,868407.8400000002,1,2
52291375,2021-02-01,40,B,11,21,11,40,AX4CW6G,708A72F,EFJRRSH,,71080,VN,VN,27.0,A,Y,48000.0,12729600.0,0,0
85823573,2021-02-22,30,B,11,21,43,40,DWNJQL8,JLBDXTQ,3A8TTD5,,620453,CN,CN,13.0,A,G,85.0,3400.0,0,0
12474680,2020-01-03,40,B,11,21,18,40,DWNJQL8,FTCY5U1,4KM1XJD,,701400,GB,GB,8.0,A,E,4.5,21231.0,0,0
82669493,2021-05-06,20,B,11,21,11,50,U8YJ1TN,ADW2ZCU,S2EDD11,,690390,US,US,0.0,FUS1,S,70.0,117075.0,1,1
46361207,2021-05-25,20,B,11,21,11,10,44F36R4,GPL05O2,9U6MSKB,,392690,JP,JP,6.5,C,B,714.2,428.52,0,0
15869879,2020-09-11,40,B,11,21,18,10,RWYXI0J,WGN38OC,GRTWOO7,W6UCD9,320412,CN,CN,0.0,FCN1,S,2700.0,1745550.0,0,0
65916776,2020-01-17,30,B,11,21,11,10,U9TXABJ,ZKFXYUA,,,842199,CN,CN,2.4,FCN1,B,400.0,2320.0,1,1
50572371,2020-02-03,20,B,11,21,11,10,E3Q8ABV,VLB3BAI,,,870323,DE,DE,0.0,FEU1,G,2200.0,21340.0,0,0
25828576,2020-12-21,30,B,11,21,43,40,K2ZFUPI,VH3K4BX,SPCQMAV,W5AYVM,851829,CN,CN,4.2,FCN1,Y,300.0,28560.0,1,1
47259573,2020-06-05,20,B,11,21,11,40,6LV96I6,8BYVPT3,530LFCI,EIZP3I,844130,CN,CN,0.0,FCN1,G,432.0,143380.8,1,1
83104690,2020-12-02,40,B,11,21,11,10,XVX5U3F,S3ZBMRH,,,732690,MY,KR,8.0,A,G,1020.0,1530.0,0,0
94617280,2021-06-18,40,B,11,21,18,40,6P5MXLM,NXZGW6G,PBP2MYI,,391910,CN,CN,6.5,C,E,1445.0,18062.5,1,1
13363441,2020-09-11,40,B,11,21,11,10,89U17RG,SCJILH6,QZ7NXNO,,282739,US,US,5.5,C,Y,13.6,4530.16,0,0
32865662,2021-06-08,20,B,11,26,11,10,8MTRQLF,YSX3NC7,BVB0RQJ,,611710,CN,CN,13.0,A,B,168.0,22864.8,1,1
55356418,2020-06-15,40,B,11,21,18,40,OZB7KED,USZKXON,,,910529,CN,CN,0.0,FCN1,E,254.8,24358.88,0,0
99997336,2020-08-14,20,B,11,21,43,10,LIDFHWP,NCPN2HO,54ZAFBM,,821300,CN,CN,2.4,FCN1,G,28.0,9074.8,1,1
85689788,2021-04-26,20,B,11,21,11,40,VPGKUO3,UN1R31H,F8VJJE0,,90421,CN,CN,270.0,W2,E,24000.0,24748800.0,0,0
59634284,2020-03-24,40,B,11,21,11,10,90QOU11,03JS04J,NME7L1Q,,30192,PH,PH,0.0,A,G,40.0,13146964.0,1,1
31031561,2020-04-30,30,B,11,11,11,10,WBQKENF,X93RCW4,ZJ33XCC,,392640,CN,CN,6.5,C,Y,239.0,932.1,0,0
91809725,2020-09-23,20,B,11,21,11,10,E3Q8ABV,0U26UC4,Z64QME2,,720449,KR,KR,0.0,A,G,27300.0,73710.0,0,0
30490705,2021-01-04,50,B,11,11,11,40,6QK1HE3,XBQMXDT,QSA5URL,,441510,CN,CN,8.0,A,Y,762.5,15554.999999999998,0,0
30068833,2021-04-05,30,B,11,21,11,10,DGIRSXL,1RPTV73,41W8AHR,,340600,FR,FR,6.5,C,G,1.9,90.82,0,0
69712861,2021-01-11,40,B,11,21,11,40,7OB24ZT,3XET17G,2OQZJ37,,620459,JP,JP,13.0,A,S,5.4,3942.54,0,0
35486398,2020-07-22,40,B,11,21,11,40,U8YJ1TN,E0D3YUZ,,,630790,IN,IN,10.0,A,E,0.4,16.16,0,0
43844725,2020-07-22,40,B,11,21,11,10,9GVIG2T,KNH7QMQ,WC29VS9,,820320,CN,CN,0.0,FCN1,G,727.2,18180.0,0,0
73105182,2021-01-29,40,B,11,21,43,40,WEN273E,JR00P65,9UP4MN8,,420221,IT,IT,0.0,FEU1,E,2.5,77.0,0,0
66979717,2020-03-31,20,B,11,26,14,10,QP7Q12R,3664MXK,22T42TF,,40610,NL,AT,13.5,FEU1,Y,4194.4,6543263.999999999,0,0
20979436,2020-01-10,20,B,11,11,11,10,30KWO4D,GSZPNXT,L4G7RKB,,854239,US,MX,0.0,CIT,B,0.1,4.18,0,0
74512648,2020-05-27,30,B,11,21,11,10,NVHDD70,OPEXSZZ,I5WBVH5,,871000,US,US,0.0,A,G,13.0,139976.19999999998,0,0
46670022,2021-05-07,20,B,11,21,11,40,YAHFNQL,VGELR36,Q7Q5NE9,,630790,CN,CN,10.0,A,Y,50.0,115.0,0,0
24567357,2021-06-22,40,B,94,21,11,40,RWYXI0J,1ZNY80M,I03XNA6,,250100,CN,CN,5.2,FCN1,E,798000.0,28648200.0,0,0
17046314,2020-07-22,56,B,11,21,14,50,8ZM6GUW,2A75EYZ,2B4Z83F,,293369,NL,DE,0.0,FEU1,Y,20000.0,7170000.0,0,0
58605407,2020-01-06,13,B,29,28,43,10,FCU8Q6I,X9QL4ZP,C8P9UW5,YNWUVP,321490,MY,MY,0.0,FAS1,G,20482.9,2472286.0300000003,0,0
27373210,2021-02-03,20,B,11,21,11,10,R5P6P4N,AT8Z3A0,7PN0VA5,,392690,JP,JP,6.5,C,E,2.2,1.32,0,0
44101430,2020-04-28,40,B,11,21,11,10,OQY4ZUC,U0AM3TV,1DFQU9H,,854390,JP,JP,0.0,C,S,15.0,271.5,1,1
74831804,2021-01-08,20,B,11,21,43,10,DWNJQL8,I8E3QYY,,MWIDNS,392690,DE,IT,6.5,C,E,1.2,37.92,0,0
48690055,2021-04-20,39,B,11,21,43,40,86E3KB0,4I8L6B1,7VQZ7FD,MC8NDR,821192,CN,CN,8.0,A,E,12.0,20443.2,0,0
78222420,2020-07-27,16,B,11,21,11,10,TEZRJXM,RM2MAXX,23RIU88,,420292,US,CN,8.0,A,B,5.0,297.5,0,0
50101458,2020-06-11,30,B,11,21,18,40,UOOH9ZX,206WMTU,KHA1BYA,MELYTX,400270,MY,MY,0.0,FAS1,B,16100.0,16642570.0,0,0
45002946,2020-01-09,30,B,11,21,43,10,G08G1SQ,26T1MH5,0OIFFAX,,90421,CN,CN,50.0,W1,E,16000.0,16499200.0,0,0
20832828,2021-04-20,20,B,11,21,11,10,8L21I9K,987YRF9,7LCAU8Y,,760200,JP,JP,0.0,A,G,110790.0,1085742.0,0,0
13563099,2020-11-06,30,B,11,21,43,40,CIN0OY4,5LFEMS3,05QCCV8,,841381,CN,CN,4.8,FCN1,G,7.6,236.36,1,1
15656764,2020-08-04,40,B,11,11,11,10,K3E28IQ,98VUP2X,CXPAFNT,,730722,CN,CN,3.2,FCN1,G,10.0,4506.0,0,0
48842240,2020-03-15,20,B,11,21,11,40,IANZHX5,EGK67PZ,Z7GT4JG,,761699,CN,CN,8.0,A,Y,141.0,1762.5,1,1
72305562,2020-09-18,10,B,85,21,11,10,R1SN9MH,TOOEFIB,UK4BP7F,,640419,CN,CN,13.0,A,Y,137.3,36768.94,0,0
87603535,2021-02-01,40,B,11,21,11,10,9Z8AYH4,8KW8EHG,AZMZUY5,,610990,CN,CN,13.0,A,S,40.0,10032.0,1,2
17150268,2020-01-14,20,B,11,21,43,10,1YVLRYK,FF7J7GH,4MVXQ3G,,950691,DE,DE,8.0,A,S,78.8,1071.6799999999996,0,0
22762168,2021-05-17,20,B,11,21,11,10,HKEF2UA,2FSEHD9,W8DAW78,,620343,VN,VN,0.0,FVN1,B,3000.0,592800.0,0,0
80913003,2020-11-13,13,B,11,21,14,40,QVZVIED,7S33LW0,I8YYHCE,YNWUVP,630790,CN,CN,4.0,FCN1,B,456.3,1049.49,0,0
81659253,2020-10-06,16,B,11,21,11,40,43MSLZK,DM3ZR5P,5S7Z62K,,842890,JP,JP,0.0,C,S,11250.0,112500.0,0,0
97151603,2020-11-02,20,B,11,21,11,40,SM89FYN,M0SS46C,KWWYNXR,,284440,DE,DE,0.0,FEU1,G,180.0,9829368.0,0,0
10296829,2021-01-12,140,B,94,21,11,40,HV1AB1L,5IXS7LY,YXTHVKN,MWIDNS,732690,CN,CN,8.0,A,Y,4.8,7.1999999999999975,0,0
74760497,2020-05-18,140,B,11,21,0,90,1AUAZUK,I1OLTPV,PTRIWDK,,732490,CN,CN,0.0,FCN1,S,3120.0,384384.0,1,1
99708963,2021-02-01,20,B,11,21,11,40,ZQJIYI3,3FMQS5V,7LAC3UY,,391740,US,JP,6.5,C,E,0.0,0.0,0,0
63085094,2020-07-13,30,B,11,21,11,10,ZGNH4UK,73QV3EL,KBGU3X7,,620432,TR,TR,0.0,FTR1,G,165.0,86591.99999999999,1,1
70240241,2021-03-23,20,B,11,21,11,10,L5GONLU,NFHS86H,GRPFBFO,,481920,VN,VN,0.0,C,Y,70.0,42.0,0,0
81366917,2021-01-14,13,B,83,21,11,50,M3WMW25,EWYR926,VITVEJO,,950790,CN,CN,8.0,A,E,274.0,6630.8,0,0
90612673,2020-03-27,30,B,11,21,43,10,7YOSHYM,YP2SJG1,G9G9F13,,640411,TW,KR,13.0,A,S,15.0,13879.5,0,0
16781276,2020-12-23,40,B,11,21,11,10,3BTA0QN,GLC58WF,4MLKY5H,,853890,US,CN,8.0,A,S,0.2,4.0,0,0
14891237,2020-10-13,30,B,29,21,43,10,E6OW914,MVQ8T8O,WWK8DMJ,BX52LT,870332,US,US,0.0,FUS1,B,1845.0,10709118.0,0,0
48975270,2021-05-21,30,B,11,21,11,40,IYDJ16G,LVQ3PJF,KDT3IEI,,71080,CN,CN,27.0,C,G,120000.0,31824000.0,1,1
12034367,2020-09-11,40,B,11,21,11,40,H3RWZG0,WQCZZNA,RMO6DL3,,711319,JP,JP,8.0,A,G,0.4,20258.24,0,0
60669402,2020-12-17,40,B,11,21,13,40,18ZMSJ0,3WDK65Q,XE14BM6,,871410,DE,DE,0.0,FEU1,B,15.3,1503.99,0,0
18982647,2021-04-27,30,B,11,21,11,10,SPUZ923,6M5JRDV,ZJRXYGF,,850440,CN,CN,0.0,C,E,1090.0,237620.0,0,0
51069493,2020-07-20,33,B,11,21,14,10,Z2I27J4,2NZPY3S,QQTIIYS,,853690,HK,CN,0.0,CIT,B,6.5,1210.3,0,0
86022776,2021-03-23,40,B,11,21,11,40,R2ESN6V,3Z5L1PO,I83IDLT,,440290,VN,LA,0.0,FAS1,Y,21730.0,2657579.0,0,0
65579087,2020-06-03,20,B,11,21,11,40,XQFHEXF,9ZTG9F4,5ATD8U0,,281122,CN,CN,0.0,FCN1,Y,6600.0,2756820.0,0,0
55666813,2020-06-12,20,B,11,21,11,10,SM89FYN,HCCMOIV,Q01ZXXC,,391990,JP,JP,6.5,CIT,S,4959.0,495.9,0,0
65171255,2020-02-07,39,B,11,21,43,40,FVI4U22,569S61I,65GNC7P,,390110,SG,SA,6.5,C,Y,99000.0,10276200.0,0,0
97378299,2021-02-04,30,B,11,21,11,40,31R3APF,QMQM27P,2PS576Z,,381800,KR,KR,0.0,C,G,0.4,1288.36,0,0
71496268,2020-09-06,40,B,11,21,11,10,B575QI9,K7DS0U6,4LHOVBK,,950300,CN,CN,8.0,A,G,2.0,251.8,0,0
55963360,2020-11-03,30,B,11,21,11,10,TEZRJXM,FNU2PV2,KFFK172,,853669,DE,CH,0.0,C,G,2.7,1413.9900000000002,0,0
28477826,2021-04-05,30,B,11,21,11,40,8MTRQLF,EMVN91W,HRHHZL7,,870323,US,US,0.0,FUS1,G,2799.0,27150.3,1,1
62333310,2020-05-14,40,B,11,21,11,10,TEZRJXM,2PA9DFM,OA2DR8O,,841899,CN,CN,0.0,FCN1,S,18600.0,1614480.0,0,0
76770350,2021-03-18,30,B,11,21,43,40,DWNJQL8,UFWN37O,UG623D9,,392062,ID,ID,0.0,FAS1,Y,20983.5,304260.75,0,0
94760584,2020-05-04,20,B,11,21,11,40,7MJANST,4H5581M,KEN3IWQ,,841891,CN,CN,0.0,FCN1,G,30603.0,37721257.8,0,0
82452293,2021-05-26,39,B,94,21,18,10,7S4CPMV,F7PSD3R,IWSDF6W,,902620,DE,CZ,0.0,FEU1,S,131.0,205604.5,0,0
87741354,2020-01-08,20,B,11,21,11,10,J8V7Z6E,HTCHOL5,AZMZUY5,,401120,CN,CN,2.6,FCN1,B,13627.6,16877782.6,0,0
86738770,2020-10-14,40,B,11,21,11,10,FYJTYAA,IIIODSO,PQGYFB1,H35Z1A,852871,HK,CN,0.0,C,E,20.0,24480.0,0,0
80922320,2020-06-01,30,B,11,21,14,10,HHBAZKA,RCBYIBZ,M1JHB9J,,640419,CN,CN,13.0,A,G,67.0,17942.600000000002,0,0
35156818,2020-05-08,20,B,11,21,11,10,6V8QPPW,GFXOURM,HGOZVPV,,854442,CN,CN,3.2,FCN1,Y,10.5,313.95,1,1
42108907,2020-03-06,13,B,11,11,11,40,WEN273E,1QIU4N8,76OH67K,,847790,US,US,0.0,FUS1,Y,1650.0,198990.0,0,0
74412192,2021-04-29,30,B,11,11,11,10,1XCM1XF,CQAQEM1,N4UQ2R6,,950300,JP,CN,8.0,A,E,12.0,3156.0,0,0
80002070,2021-05-07,10,B,11,21,43,40,IL0ECV3,SM0JEAH,T97WU3D,,821191,CN,CN,8.0,A,E,5.0,2541.5,0,0
69677860,2020-07-27,20,B,11,21,11,10,FVI4U22,1VHJG03,QFZOZWA,,285390,KR,CA,5.5,C,S,4.5,999795.6,0,0
80597074,2020-06-18,40,B,11,21,11,40,EFJR7PT,BJ58B3A,R30GIX1,,71080,CN,CN,27.0,A,Y,60000.0,15912000.0,0,0
91384006,2020-01-22,30,B,11,21,11,10,B7HSX3C,E3STTZY,H8CM8ZZ,,130219,IN,IN,8.0,A,B,450.0,325980.0,1,1
10167766,2020-07-23,30,B,11,21,11,10,HKEF2UA,R5UNFET,0PV59CH,,854190,KR,CN,0.0,C,Y,471.7,403963.88,0,0
36694247,2020-12-03,40,B,11,21,11,40,RJ7ALCT,F5MNSYY,7JUUMOF,MWIDNS,391590,KR,JP,6.5,C,G,26840.0,0.0,0,0
19406904,2020-11-02,40,B,11,21,43,40,1XCM1XF,6BSH9HY,,,730900,US,US,8.0,A,Y,5.1,38.76,0,0
20795467,2020-05-25,20,B,11,21,11,10,1XTT3K3,9LL7PO7,JR6FZ0W,,391910,CN,CN,6.5,C,Y,1445.0,18062.5,1,1
58250299,2020-05-25,10,B,11,21,11,10,BA7KAU9,0U0ALTN,L2SX065,,70959,CN,CN,40.0,L,S,3.0,3753.9,0,0
72137286,2021-02-03,40,B,11,21,11,10,R5P6P4N,E0BIR2P,3YNTXOU,,630790,CN,CN,4.0,FCN1,Y,535.3,1231.1899999999996,0,0
18414731,2020-11-20,30,B,11,21,11,10,RUQ523G,EIFICG9,FRELKEF,VZIZJJ,940560,CN,CN,8.0,A,B,45.7,4419.190000000001,1,1
74180481,2020-08-03,40,B,11,21,43,40,CHDHU6S,EE42Y3Z,VWJMBKY,,392690,CN,CN,3.9,FCN1,Y,70.5,42.3,1,1
57650433,2021-06-30,20,B,11,11,18,10,WS7HRMI,J216EXI,GQIHU26,,851690,CN,CN,8.0,A,B,648.0,842.4,0,0
88504309,2021-01-28,40,B,94,26,14,10,DGIRSXL,3WDK65Q,ERLOTB2,,620432,CN,CN,8.1,E1,S,709.0,372083.2,0,0
24053431,2020-06-25,30,B,87,21,11,10,T6PB044,RMNINYE,P965R6I,,848060,US,US,8.0,A,G,810.0,770391.0,1,1
55452091,2020-09-25,30,B,11,21,14,10,W8UXMQ2,9KO333U,Z4Z6INN,,760200,PL,PL,0.0,A,Y,21670.0,212366.00000000003,0,0
61022147,2020-09-18,40,B,11,21,18,40,PF1L1IG,KXVTRV8,OCCDTVS,W6UCD9,30752,VN,VN,20.0,A,Y,1.8,1116.36,0,0
81750496,2021-03-02,20,B,11,21,11,10,HV1AB1L,206WMTU,4AT1FCP,,71080,CN,CN,27.0,A,S,63000.0,16707600.0,0,0
51783639,2020-04-24,20,B,11,21,11,10,RU9K634,EZPJ2HR,,,761699,SG,CN,8.0,A,G,110.0,1375.0,0,0
