Declaration ID,Date,Office ID,Process Type,Import Type,Import Use,Payment Type,Mode of Transport,Declarant ID,Importer ID,Seller ID,Courier ID,HS6 Code,Country of Departure,Country of Origin,Tax Rate,Tax Type,Country of Origin Indicator,Net Mass,Item Price,Fraud,Critical Fraud
59011213,2021-03-29,30,B,11,21,11,10,MKP9Y8X,T8AH1KJ,DVVZYNM,MAD31N,62,CN,CN,8.1,E1,G,100.0,39.6,0,0
97653043,2021-03-05,30,B,11,21,11,10,RX5F5DZ,VZ32G62,GBZMXAF,,73,US,US,8.0,A,G,0.3,192280.4,0,0
47645655,2020-03-19,20,B,10,21,11,41,DMIWF1P,JRI8II0,01FHELM,,62,CN,KR,13.0,A,E,3.5,1321.53,0,0
86290190,2020-02-03,20,B,11,21,44,40,BYUUDT8,OIDFF3V,WD6NWHC,,84,CN,CN,3.2,FCN1,B,430.0,0.3,0,0
60792304,2020-06-20,40,B,11,21,14,41,7TTJVAJ,K7DS0U6,548F7SO,,64,US,US,13.0,A,B,1.4,337.5,0,0
54209074,2020-11-02,30,B,11,21,11,41,A7POIBB,0QAM771,7PN0VA5,,85,SG,TW,0.0,CIT,Y,1.8,108873338.4,0,0
54409623,2021-03-16,40,B,10,21,11,11,E3Q8ABV,1M0JNML,4QC013K,,73,CN,CN,0.0,FCN1,B,1792.2,2.38,0,0
82039844,2020-11-24,30,B,11,21,14,51,D7YU1I2,UNW8I1V,5NQIRLR,BX52LT,32,CN,CN,0.0,FCN1,B,500.0,728570.6,0,0
50724600,2020-05-06,40,B,10,21,44,41,MKP9Y8X,PKPJH0S,42VLJD6,,62,CN,CN,5.2,FCN1,G,597.0,5846.400000000002,0,0
62924628,2020-03-31,62,B,84,21,14,10,SL2P7II,EVQI7ZV,7Y0FSAH,,73,CN,CN,4.8,FCN1,G,785.0,140.0,1,1
22739702,2020-12-02,20,B,10,21,12,12,L5GONLU,4FIF33F,,,95,JP,CN,0.0,C,Y,47.6,18.0,0,0
83846357,2021-03-29,40,B,11,21,15,10,PF1L1IG,A3I31WW,Z7QIU51,,62,HK,CN,13.0,A,E,13.0,73710.0,0,0
96385890,2021-04-17,30,B,11,21,11,10,1K9FBW0,F9Q274H,O27ZE87,,85,SG,CN,8.0,A,G,15.7,58599.0,0,0
74027488,2021-04-22,16,B,11,21,44,11,ZKXGCQR,QRQF4H1,VO2HDR4,MWIDNS,64,VN,VN,0.0,FAS1,G,3705.0,6020.0,0,0
35970292,2020-03-13,40,B,11,21,11,10,B372BYW,8QWUOS3,6INL4C6,,39,SG,CN,6.5,C,B,6.0,254166.5,1,1
70001463,2021-01-25,33,B,10,21,11,40,6KQ7MLR,F7PSD3R,Z5SK4JZ,W6UCD9,84,CN,CN,3.2,FCN1,G,2000.0,22932390.0,0,0
42716972,2020-06-23,20,B,11,21,11,40,1XTT3K3,5I29Z0U,5L6VTBJ,BYQQ2F,84,CN,CN,0.0,FCN1,S,3643.2,8001.0,0,0
23574091,2020-10-07,40,B,10,21,11,11,9VBV1B6,C0I6DTA,KMOT1OW,,81,CN,CN,1.2,FCN1,B,516.6,109095.0,0,0
56400611,2020-06-01,20,B,10,21,11,11,YAHFNQL,5XKNZ34,UBK0QYT,,84,IT,CN,8.0,A,Y,1.8,300.0,0,0
83123989,2021-01-25,13,B,11,12,44,40,PH94BII,8RGUB84,RYM788J,HE8ATP,49,CN,CN,0.0,C,G,500.0,577.49,0,0
76931279,2020-04-08,20,B,10,21,14,11,QX3C80O,SM0MRFA,O9QXSRZ,A5IT1U,73,CN,CN,0.0,FCN1,S,1792.2,194.04,0,0
46060360,2021-04-26,40,B,10,21,11,10,DGIRSXL,JGXZCIK,AUJYYY2,,62,CN,CN,3.9,FCN1,B,3.0,286.2000000000001,1,1
15094563,2020-02-15,16,B,10,21,45,11,FVI4U22,0T9AY7N,249LO7A,,39,JP,JP,6.5,C,G,0.5,388.0,0,0
23711957,2020-06-15,30,B,86,21,44,10,DWNJQL8,MRK9CR3,YO1HP2M,,76,JP,JP,0.0,A,Y,44608.0,52916.74000000001,0,0
96634104,2020-02-11,20,B,10,21,12,11,B2O7CWF,9BSN9NY,,,7,CN,CN,27.0,A,G,120000.0,10.08,0,0
25706618,2020-03-24,12,B,11,21,2,53,JCD8CVJ,Q4XEC8W,K1QAU07,MWIDNS,85,US,IN,0.0,C,E,0.1,342.4,0,0
62924628,2020-06-03,30,B,11,27,19,10,52QVW7M,7GQ4J6F,FJFBQO2,,62,CN,CN,8.1,E1,G,273.4,63949288.5,0,0
83778194,2020-12-02,40,B,10,21,12,11,SC03Z0S,SI577IU,CPU20N4,,62,CN,CN,13.0,A,G,695.0,87072.48,0,0
99070555,2021-02-05,17,B,11,27,44,10,97ELD50,YDDJM8T,B3GSCDS,,83,IT,IT,0.0,FEU1,E,70.0,611865.6,0,0
13379401,2020-03-11,33,B,11,21,44,40,P0PG8TK,0MNMNV8,8EZV1J9,,20,KR,CN,45.0,A,Y,12950.0,19.1,0,0
11892462,2020-06-26,13,B,11,21,14,40,V5FCG3P,0YG6VAA,9UVKO3A,618AAX,68,CN,CN,8.0,A,Y,48800.0,320.0,0,0
23308489,2020-01-06,30,B,10,21,12,11,5WBN4AQ,YP2SJG1,BZCJY1G,,62,US,US,0.0,FUS1,B,12.4,1244.4,0,0
96634104,2020-08-04,20,B,11,21,20,10,T1NEHF1,HBEYV0V,16HJ8CK,,52,JP,JP,10.0,A,E,16.5,3890.7,0,0
23916486,2020-11-23,40,B,10,21,11,11,5OBXDF2,1PEIC8Y,RASYYXA,,42,CN,CN,8.0,A,Y,794.0,60.0,0,0
86022776,2020-12-04,20,B,11,21,44,41,69Z0KLV,DMMWDSG,UXX1AJX,W6UCD9,20,CN,CN,18.0,FCN1,G,3380.0,61.6,0,0
79201255,2020-07-02,20,B,10,21,12,11,NAILZPA,FSVBX9A,JQWPSG1,,95,JP,CN,0.0,C,G,47.6,109095.0,0,0
61586594,2020-06-03,20,B,10,21,43,11,I78OVK0,R7BMBPT,SG1N3IW,,48,CN,CN,0.0,C,S,241.3,21451920.0,1,1
63387553,2021-05-18,40,B,11,12,44,41,44CBWFF,W04JVQX,SFCTSZU,30GFAP,94,CN,CN,8.0,A,Y,71.9,9152.08,0,0
23916486,2020-08-13,30,B,10,21,44,41,ZUNH69S,RJO1HKP,IOAT4LN,,52,CN,CN,3.0,FCN1,E,20.0,123460.0,1,1
51141343,2021-02-19,10,B,11,21,11,10,K24WNBY,PQ58CLS,UAY3GYD,,12,JP,NL,0.0,A,B,0.5,1311355.7999999998,1,1
83692161,2021-01-25,80,B,87,21,44,10,I78OVK0,A3I31WW,WWAAQH3,,39,CN,CN,3.4,FCN1,B,4466.0,47332.8,0,0
69439900,2020-03-16,20,B,86,21,11,41,86E3KB0,7EN2S3V,2ZFRAK6,,85,CN,CN,8.0,A,E,123.1,0.72,1,1
59140025,2020-03-28,20,B,11,21,15,10,OHE0O8U,NM8KBIM,UNCISOP,,37,JP,JP,0.0,C,E,7092.6,7166.78,0,0
37117054,2020-02-20,16,B,12,21,11,41,4VQJR65,CPRKW7S,Y90OBW4,,2,ES,ES,0.0,FEU1,E,22872.4,79331588.0,0,0
72564470,2021-05-12,16,B,11,21,11,40,7PILEJR,CJMNJ21,TXVQAR2,,61,CN,CN,13.0,A,B,922.0,168000.0,0,0
34372267,2021-05-13,121,B,11,21,43,10,NL3G1LT,TYCG5X1,IJ605DY,VZIZJJ,62,CN,CN,7.8,E1,S,223.0,14.4,1,1
51823445,2020-05-12,40,B,10,21,16,11,OZB7KED,ZY9MRH8,42VLJD6,,42,CN,KR,8.0,A,G,31.0,31.8,1,1
80303110,2020-09-25,40,B,11,21,11,11,NBZY1CQ,TN1VABX,17Y6ZM5,,94,CN,CN,0.0,C,G,120.0,2639.0,0,0
34974893,2021-02-25,21,B,11,21,14,10,M3WMW25,V8MEP48,4YJMNDP,MWIDNS,39,CN,CN,3.9,FCN1,E,480.0,48.0,0,0
46059523,2021-01-30,70,B,11,27,11,10,NN47CLJ,1ST6R17,41W8AHR,H35Z1A,42,JP,IN,8.0,A,G,1.6,401.5,0,0
28570385,2021-03-16,30,B,11,21,15,41,EX8B7YQ,OC6LWH4,BXMTYM2,KJ8YGQ,71,JP,JP,8.0,A,B,0.2,375000.0,1,1
28836484,2021-01-01,30,B,11,21,11,41,CE5A93F,6JZPZ3O,S6LMB3I,,2,ES,ES,0.0,FEU1,B,776.5,313.35,1,1
15239225,2020-07-09,40,B,11,21,44,51,6S9XT46,7DJEP7E,FNQXDE8,H35Z1A,85,HK,CN,0.0,C,E,6.8,7536790.800000003,0,0
89775303,2021-01-04,20,B,11,21,14,40,EX8B7YQ,CLKR54X,V53E5MH,7REXEI,30,US,DE,0.0,C,S,0.9,596.0,0,0
41851867,2020-08-10,40,B,10,21,12,11,N9MVAE1,3IAV9EO,3YBWLKP,,62,GB,MD,13.0,A,E,32.8,12630.15,0,0
83897183,2020-01-02,12,B,11,21,45,10,NZYZ967,CAGK4R3,H2GI0ZV,,84,CN,CN,3.2,FCN1,E,1580.0,1916.8,0,0
94034015,2020-09-19,20,B,82,21,43,41,5JVKX6N,ZMXLUKM,FH5H9NR,,84,CN,CN,0.0,C,G,1.4,21451920.0,0,0
80278539,2021-05-02,30,B,88,27,19,41,K43BSIF,0XZLF6M,9HWAKW1,,84,CN,CN,3.2,FCN1,B,429.0,8930060.6,1,1
96575401,2020-11-25,40,B,10,21,11,11,31SXC12,T2U2PQ8,SPMRN9P,,39,CN,CN,3.4,FCN1,G,23.6,164.64,0,0
87791980,2021-06-23,39,B,11,21,11,40,0OC8112,J1QD5ZU,D3XK1OR,,42,US,CN,8.0,A,G,5.0,1978.8,0,0
93950593,2020-07-16,20,B,10,21,11,11,46FQ52I,VCARM98,4YNG3MB,,39,CN,CN,2.6,FCN1,B,12000.0,70650.0,0,0
19490843,2020-08-04,40,B,10,21,12,42,E3Q8ABV,FWVNMKK,WPE9IK0,,70,CN,CN,3.2,FCN1,B,311.7,108873338.4,0,0
40007512,2020-08-15,20,B,11,21,15,41,I78OVK0,8FFH5VO,X8V2CQS,,28,CN,CN,5.5,C,E,42.0,189150.0,0,0
54906904,2020-06-22,40,B,10,21,11,10,JLSFRP0,LZ07R0H,WTW9Q8F,,73,CN,CN,8.0,A,B,490.0,160.0,1,1
95891555,2020-04-28,20,B,90,27,15,10,TI25Q2H,UEUEPS6,5ICCHNF,OY910J,61,NL,TR,13.0,A,G,2.0,4051890.0,1,1
49912464,2020-03-31,40,B,11,21,11,11,U8YJ1TN,017JQFS,249LO7A,,64,CN,CN,9.1,E1,E,29.0,5795400.0,0,0
27033643,2021-04-01,20,B,11,21,44,41,LWOBIKP,9FNGAR7,CZSPZG9,,28,CN,CN,5.5,C,E,90.0,28220.4,1,1
32370994,2021-03-18,30,B,11,21,11,41,575N8BW,O5XR99P,PSYHM2J,,62,IT,IT,0.0,FEU1,E,0.5,530.3199999999998,0,0
26626566,2020-03-19,40,B,10,21,44,11,EC8HJIM,QSAN0WQ,4E5DWHH,,85,GB,CN,8.0,A,E,386.0,0.18,0,0
46320022,2020-01-23,16,B,11,21,44,10,EDQK0LQ,J56KW2O,5MFFX2S,,39,CN,CN,3.4,FCN1,B,936.0,840.0,0,0
37625729,2020-03-02,30,B,10,21,15,11,DWNJQL8,I4LG6TT,97L41CL,,87,DE,US,8.0,A,E,14.3,2062400.0,0,0
88511169,2021-01-12,20,B,11,21,11,10,WT0E62C,TLRSFZX,MM7MN4S,,87,FR,FR,0.0,FEU1,E,120.0,177.60000000000005,0,0
52547725,2020-01-10,16,B,11,21,18,10,H3RWZG0,AV10X71,IRVP0EW,A5IT1U,61,CN,CN,7.8,FCN1,Y,98.0,20272.98,0,0
22847439,2020-10-24,16,B,11,21,43,40,IQRINEQ,CWQNJR9,75SQP7Y,6LCJR5,39,CN,CN,6.5,C,G,43.0,69.3,0,0
18542515,2021-04-26,30,B,10,21,11,11,00RURK1,VSNUSR5,RZM2Z77,,84,CN,CN,3.2,FCN1,B,429.0,3240.47,1,1
61418754,2020-01-22,20,B,10,21,12,11,OZB7KED,9EELR8I,NVIDDR7,,85,CN,CN,4.8,FCN1,Y,413.0,18.0,0,0
77009998,2021-04-26,20,B,10,21,11,11,HV1AB1L,HSGH9IX,ULCCH55,,71,JP,JP,3.0,A,G,5000.0,3923.75,0,0
14378364,2020-11-03,40,B,10,21,14,41,7DPBME9,ZNHEIZN,1C63X5F,,39,HK,HK,6.5,C,G,355.5,47332.8,0,0
17702279,2020-09-07,30,D,11,21,44,41,SPUZ923,TQRUC5N,JHIIRQH,,92,CN,CN,8.0,A,Y,270.0,286800.0,0,0
91631915,2020-11-25,40,B,10,21,12,11,OIQKQ7T,DU9SDB1,TXVQAR2,,95,CN,CN,8.0,A,G,2.2,367409.24,0,0
15000580,2020-10-29,30,B,11,21,11,10,6V8QPPW,RHRG285,0TR8VHX,,62,CN,CN,5.2,FCN1,S,1960.0,189150.0,1,1
41611316,2020-02-17,20,B,10,21,12,12,OZB7KED,IFE21CP,,,42,US,CN,8.0,A,G,5.0,3722.2,0,0
97140487,2020-07-31,16,B,10,21,14,41,YEVMXEV,2FSEHD9,IYTZZJV,H35Z1A,39,CN,CN,2.6,FCN1,S,12000.0,2887.5,0,0
66831070,2020-03-30,56,B,11,21,19,40,H2G19HJ,ZVN5I12,6LCB8O7,,25,CN,CN,1.2,FCN1,Y,180000.0,2310.0,0,0
10085102,2021-02-09,40,B,10,21,12,11,9Z8AYH4,UNW8I1V,NCRWGVW,,90,HK,CN,0.0,CIT,Y,0.4,1782.0,0,0
72411960,2021-06-09,151,B,11,21,43,40,MBMUR6B,8C8XNN4,3BNGSV7,XBN95M,84,JP,JP,5.0,F,E,55.0,44.78,0,0
19490843,2020-07-24,40,B,11,12,11,10,Z1KBQ7D,78Y6X5T,4KMGDG1,VZIZJJ,73,US,US,8.0,A,G,28.0,53312.1,0,0
30935036,2020-02-26,20,B,10,21,45,11,N12W66C,NZ7JU8A,IB17J2O,,64,IT,IT,0.0,FEU1,Y,11.1,10625.0,0,0
36394607,2021-04-13,110,B,28,21,14,10,6EREC3Y,38QI2S7,V2S4F1D,W6UCD9,58,CN,CN,3.9,FCN1,E,26.2,75.74,0,0
57517627,2020-04-02,40,B,11,21,19,40,WP8YGHF,CWQNJR9,1DWRP58,,76,NL,NL,0.0,FEU1,E,3.1,3158671.4,0,0
35295854,2020-09-22,12,D,11,12,18,10,7DTHSEH,LH8Q1WL,TC24IAL,0U5L56,85,DE,DE,0.0,FEU1,E,24.0,74.52,0,0
50257054,2020-10-08,33,B,11,23,43,40,90L08TX,6NKFACW,BEAQDAT,MWIDNS,38,CN,CN,0.0,FCN1,G,30000.0,158000.0,1,1
68617734,2020-10-14,20,B,11,21,11,10,86E3KB0,KUOZ607,OLLTQ28,,21,JP,JP,8.0,A,Y,396.0,316.69,0,0
77009998,2020-09-22,40,B,11,21,11,11,9UJYLGT,V5IDKAS,WJTQEDV,,63,JP,JP,10.0,A,B,7.0,1636.05,1,1
73940074,2021-02-01,21,B,22,21,13,10,X2D9TDI,F7SW8LU,7Y0FSAH,MWIDNS,62,CN,CN,13.0,A,E,4.0,20307.0,0,0
64940925,2020-08-18,40,B,11,12,44,10,Q2IRFAT,N0IA5IE,BYW2VFN,,42,CN,CN,3.2,FCN1,B,50.0,23985.6,0,0
38643146,2021-04-13,40,B,10,21,12,11,OZB7KED,X6RS7TL,FLCRF0Z,,88,US,US,0.0,A,E,36.8,2.22,0,0
52770783,2020-05-12,16,B,11,21,15,10,18ZMSJ0,FWVNMKK,LJ91WA0,,94,CN,CN,0.0,C,B,9600.0,35087.15,0,0
59754942,2021-03-22,40,B,11,21,15,41,N12W66C,64PP10U,K1QAU07,W6UCD9,62,CN,CN,3.9,FCN1,Y,100.0,30.8,0,0
89728365,2020-04-21,40,B,11,21,11,11,158PVN2,FWVNMKK,2Q1951N,,48,NL,NL,0.0,C,S,282.0,366.0,0,0
79230439,2020-01-11,41,B,11,21,14,11,M541C1O,QWYX9LQ,HHR9JIP,I4FFXR,94,FR,GB,0.0,FEU1,B,0.3,126.4,0,0
72564470,2020-07-09,40,B,10,21,11,41,2PDED6U,3OC4KGB,ZSZH94T,,9,CN,CN,377.3,W2,G,24000.0,2887.5,0,0
16719792,2021-01-31,13,D,85,21,18,40,AAKRBF5,8V29ATF,ZUZC0KF,,20,CN,CN,45.0,A,Y,23995.0,1300.0,0,0
54066352,2020-08-04,20,B,10,21,11,41,9JP0AGU,W6PZOSM,4N5LDL6,MWIDNS,87,FR,FR,0.0,FEU1,B,120.0,71.11999999999998,0,0
30616479,2021-06-22,30,B,11,21,14,11,DWNJQL8,ILJK2HE,NFQXOMJ,,69,CN,CN,8.0,A,E,1380.0,108873338.4,0,0
96189022,2020-03-19,30,B,11,21,15,10,JEOUGPP,0LICM7E,9UP4MN8,,33,JP,JP,6.5,C,Y,2.5,335730.96,0,0
88974866,2020-10-30,20,B,11,21,11,10,EMZX225,H17LH1U,6KSSSLP,HMATUU,92,CN,CN,8.0,A,E,270.0,226740.0,0,0
90617554,2020-03-16,20,B,11,21,15,10,Q72DK08,QQVITFF,RV9JHYW,,61,CN,CN,4.8,FCN1,G,7337.1,1049256.0,0,0
24841751,2021-03-12,40,B,11,21,11,10,0CA1MYJ,RMLLK0I,ZN712GW,,92,CN,CN,0.0,FCN1,Y,160.9,5551.8,1,1
17702279,2020-12-09,20,B,11,21,11,10,RGIIHEQ,LR4OJYG,STC9PDM,W6UCD9,64,GB,VN,13.0,A,S,23.0,48.0,1,1
35839332,2020-07-03,30,B,11,21,15,11,5F6FFFV,RUJJ1D5,UF0J8BY,,84,CN,CN,5.6,FCN1,G,337.6,31611840.0,0,0
14409862,2021-06-14,40,B,87,21,11,10,RBU0EEG,Z77DS5C,,VZIZJJ,21,CN,CN,8.0,A,G,10500.0,3633.7,0,0
52569197,2021-05-14,20,B,10,21,11,11,8KRV2UP,226QR5E,AXE7TA2,LM3SJ4,62,CN,CN,6.5,E1,B,40.3,1048226.4,0,0
62031633,2020-03-16,10,B,11,21,18,11,U8YJ1TN,9EUZY14,DC8ZFRX,,38,GB,IE,6.5,C,G,1598.8,297959.0,0,0
55204308,2020-03-02,40,B,11,21,11,11,P62D48C,IJKQICT,LQCJN44,MC8NDR,3,ID,ID,0.0,FAS1,Y,20.0,137.20000000000002,0,0
34533477,2021-02-01,40,B,11,21,11,11,HOK5QTW,M2SYR5O,PFCGHX9,B12OMY,39,CN,CN,0.0,FCN1,E,19536.0,130781.0,0,0
12483845,2020-06-21,153,B,87,26,11,52,OG229AP,TCHX8FR,RWB1HVB,M42A38,64,VN,VN,0.0,FAS1,B,3493.2,8.52,0,0
28665140,2020-09-01,40,B,10,21,12,11,AZI5L7O,JPYWYV1,F8VJJE0,,84,TW,US,0.0,CIT,G,0.5,55162.8,0,0
95793388,2020-07-28,20,B,11,21,19,41,JIHZF3K,FB99HY5,OTRVIBL,,90,VN,CN,0.0,CIT,E,1.0,1.2000000000000002,0,0
97625694,2020-12-24,40,B,10,21,44,10,UE9YF6A,M4TDU0A,BNT9G68,,87,US,US,0.0,FUS1,E,1825.0,1562.5,0,0
24751716,2020-09-28,30,B,10,21,11,11,LY5ONFW,Q7OEUEH,QH7XJKJ,,85,MY,MY,0.0,C,G,7.0,335730.96,0,0
14583442,2021-05-29,33,B,10,21,43,11,90QOU11,F3TUEJ6,2DGSDZL,,87,US,CA,8.0,C,B,2427.0,437.0,0,0
54617581,2020-01-20,10,B,11,21,11,10,N5DYZ9T,JGXZCIK,S3H9X87,HMATUU,83,CN,CN,8.0,A,G,370.0,1180.0,0,0
18384095,2020-04-17,40,B,11,21,11,10,C16ZJ86,9THZE5Z,TOBJ7H7,,84,US,KR,5.0,F,B,182.0,60460.10000000001,1,1
99662067,2020-05-30,20,B,11,21,14,40,B2O7CWF,0MNK4LA,NEFFYM7,VZIZJJ,85,NL,CH,0.0,FEF1,G,14.0,1234.6,0,0
21440315,2020-08-26,20,B,11,21,11,41,0CA1MYJ,N54KVZZ,G2Y1HV8,,34,MX,MX,5.0,A,S,30051.0,248.5,0,0
38643146,2021-01-19,30,B,11,21,19,10,WQO6QJN,RNWVLEX,8NB0Y0O,,87,CN,CN,8.0,A,B,9.9,591.3599999999999,0,0
69125624,2020-07-16,40,B,11,26,11,40,IQRINEQ,ZR6MHZH,NVIDDR7,MWIDNS,39,US,CN,6.5,C,E,70.0,314.0,1,1
97708152,2020-09-14,40,B,11,21,14,10,PTZA4DW,HG7RK5D,09UPRFS,B7S0RD,95,CN,CN,8.0,A,Y,2.2,1248.7,0,0
64165650,2020-10-10,20,B,11,21,11,10,5R9497E,J864BVB,J4X73HK,,84,JP,CN,8.0,A,S,0.8,875.79,0,0
77293325,2020-09-15,16,B,10,21,11,11,76NV527,9BXYJD8,E44MM7Y,,94,VN,VN,0.0,C,G,3132.0,575.36,0,0
51014803,2021-04-22,20,B,11,21,11,41,EX4Q9G2,M1ZCQ8W,548F7SO,,73,CN,CN,4.8,FCN1,E,785.0,284.2399999999999,1,1
94751437,2020-04-21,30,B,11,21,14,40,E3Q8ABV,OFDBYP9,KJP96RR,,62,TH,TH,13.0,A,B,1.2,85950.0,0,0
41065955,2020-10-02,20,B,11,21,11,41,0KYIOTQ,9EELR8I,INVEAMF,,95,CN,CN,4.2,FCN1,S,420.0,3.0,0,0
30811664,2020-05-11,23,B,11,21,18,40,PM3LF7N,EEQGYJQ,ES5WXBZ,W5AYVM,38,JP,JP,6.5,C,Y,0.1,1136244.4799999995,0,0
95828303,2020-08-18,40,B,10,21,11,11,1XTT3K3,EVTL0CC,WPE9IK0,,90,IT,IT,8.0,A,Y,27.7,40.0,0,0
15887396,2020-12-08,33,B,11,21,44,11,K2LWY3B,836INCG,QB67AXB,,62,TH,TH,13.0,A,G,31.6,4512000.0,1,1
94347788,2020-02-14,20,B,11,12,11,10,6KQ7MLR,UL5MSLB,PHIOFDD,,64,CN,CN,0.0,FCN1,Y,1266.0,8402.44,0,0
11101014,2021-01-20,40,B,10,21,19,11,7GHJ33J,MP435IA,818J1DT,,64,VN,VN,0.0,FAS1,G,3705.0,617589.0,0,0
19490843,2020-11-24,20,B,10,21,12,11,ZKB0LAL,NV9FK8S,,,7,CN,CN,135.0,W2,S,24000.0,12042576.0,0,0
28975599,2020-01-13,40,B,11,27,11,41,WP8YGHF,EZPJ2HR,N2K063P,,76,JP,JP,0.0,A,E,21926.0,218.1,1,1
31943315,2020-11-16,40,B,11,21,19,40,DWNJQL8,40SQFGT,4VMRI9B,,29,CN,CN,6.5,C,S,30.0,10625.0,0,0
13427453,2021-04-28,40,B,86,21,44,11,OZB7KED,6GIAM3W,PBP2MYI,,85,TW,KR,8.0,A,G,140.0,1762.4,0,0
56032842,2020-12-28,40,B,10,27,11,11,7PILEJR,VHPAWCS,H21HU50,,32,CN,CN,0.0,FCN1,G,20000.0,591.3599999999999,0,0
65608833,2021-02-01,20,B,10,21,44,11,DWNJQL8,9BSN9NY,JI0WQVO,,85,CN,CN,8.0,A,E,10.4,71.11999999999998,1,1
68001112,2021-03-26,20,B,11,21,43,40,6I8M76G,5NHS1TL,XHF5BSI,MWIDNS,70,CN,CN,0.0,FCN1,E,5940.0,341523.0,0,0
51559827,2020-11-06,16,B,10,21,11,10,B5AGS2U,231RYQO,GL81W17,,95,HK,CN,8.0,A,Y,0.4,19513.66,0,0
55975681,2020-01-26,30,B,11,21,14,11,RBU0EEG,H27ZHR5,4IPUAB3,3JLK6O,95,CN,CN,0.0,FCN1,B,1490.0,5851894.4,0,0
72134201,2020-01-21,16,B,11,21,15,41,6069NL6,CNUAR0U,V35PQBL,JZQYAK,90,US,CR,8.0,A,S,2.4,707.6100000000001,0,0
44049809,2020-04-22,62,B,11,21,43,10,K2LWY3B,KY32IB1,TBYU8IT,,42,CN,CN,8.0,A,S,5.6,2353.0,0,0
83778194,2020-10-15,20,B,10,21,11,11,A7POIBB,QD8W2DS,R4ZGF06,,85,DE,DE,0.0,FEU1,Y,234.0,77968.2,0,0
34713460,2021-04-07,110,B,11,21,11,11,6OCN09E,0E1NYSH,Y7MWSFH,,21,DE,DE,0.0,FEU1,E,142.0,66.85000000000001,0,0
94952450,2020-01-20,30,B,13,21,14,40,6JX3RY5,7QSL0OY,USJYUWS,,85,IT,IT,0.0,FEU1,Y,30.0,40515.0,1,1
15913315,2020-01-26,140,B,11,21,43,10,4NJOZ3J,EW4AFM1,4YOBAZ9,,84,JP,JP,8.0,A,E,4.5,641502.4,0,0
39245242,2020-04-01,40,B,11,21,11,53,YEVMXEV,6A5LOE9,MJBVCVN,618AAX,39,HK,CN,6.5,C,E,25.0,525.0,0,0
94411491,2020-09-18,150,B,24,21,11,40,12WCE9E,EGS1C33,XQSVU7H,,94,CN,CN,0.0,C,B,3400.0,303795000.0,0,0
81929033,2020-04-09,16,B,11,21,15,10,6YUJFSC,C7U18J6,KP6KW1R,VZIZJJ,39,MY,MY,0.0,FAS1,E,489.4,4462.5,0,0
69390068,2021-02-14,30,B,9,21,12,11,8HFT6WC,QPLNTDF,SNMOC5C,,33,JP,JP,6.5,C,G,14.6,9006.8,0,0
